i_id,j_id,date,svc,period,hours,bundle_id,score,per_hour_utility,slot_type
12,20260217-Sedation-DAY-05,2026-02-17,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260217-Smilow-DAY-06,2026-02-17,Smilow,Day,4.0,,6.6,1.65,individual
12,20260218-Sedation-DAY-04,2026-02-18,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260219-Sedation-DAY-05,2026-02-19,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260220-Sedation-DAY-04,2026-02-20,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260221-PCICU-24H-01,2026-02-21,PCICU,24h,10.0,PCICU_weekend_pair_W08,3.4,0.33999999999999997,bundle
12,20260222-PCICU-24H-01,2026-02-22,PCICU,24h,10.0,PCICU_weekend_pair_W08,3.4,0.33999999999999997,bundle
12,20260223-Sedation-DAY-04,2026-02-23,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260224-PCICU-NIGHT-02,2026-02-24,PCICU,Night,16.0,,4.6,0.2875,individual
12,20260224-Sedation-DAY-05,2026-02-24,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260224-Smilow-DAY-06,2026-02-24,Smilow,Day,4.0,,6.6,1.65,individual
12,20260225-Sedation-DAY-04,2026-02-25,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260226-Sedation-DAY-05,2026-02-26,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260227-Sedation-DAY-04,2026-02-27,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260302-Sedation-DAY-04,2026-03-02,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260303-PCICU-NIGHT-02,2026-03-03,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260303-Sedation-DAY-05,2026-03-03,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260303-Smilow-DAY-06,2026-03-03,Smilow,Day,4.0,,8.6,2.15,individual
12,20260304-Sedation-DAY-04,2026-03-04,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260305-Sedation-DAY-05,2026-03-05,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260306-Sedation-DAY-04,2026-03-06,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260309-Sedation-DAY-04,2026-03-09,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260310-PCICU-NIGHT-02,2026-03-10,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260310-Sedation-DAY-05,2026-03-10,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260310-Smilow-DAY-06,2026-03-10,Smilow,Day,4.0,,8.6,2.15,individual
12,20260311-Sedation-DAY-04,2026-03-11,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260312-Sedation-DAY-05,2026-03-12,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260313-Sedation-DAY-04,2026-03-13,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260316-Sedation-DAY-04,2026-03-16,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260317-PCICU-NIGHT-02,2026-03-17,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260317-Sedation-DAY-05,2026-03-17,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260317-Smilow-DAY-06,2026-03-17,Smilow,Day,4.0,,8.6,2.15,individual
12,20260318-Sedation-DAY-04,2026-03-18,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260319-PCICU-NIGHT-02,2026-03-19,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260319-Sedation-DAY-05,2026-03-19,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260320-Sedation-DAY-04,2026-03-20,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260321-PCICU-24H-01,2026-03-21,PCICU,24h,10.0,PCICU_weekend_pair_W12,5.4,0.54,bundle
12,20260322-PCICU-24H-01,2026-03-22,PCICU,24h,10.0,PCICU_weekend_pair_W12,5.4,0.54,bundle
12,20260323-Sedation-DAY-04,2026-03-23,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260324-PCICU-NIGHT-02,2026-03-24,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260324-Sedation-DAY-05,2026-03-24,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260324-Smilow-DAY-06,2026-03-24,Smilow,Day,4.0,,8.6,2.15,individual
12,20260325-Sedation-DAY-04,2026-03-25,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260326-Sedation-DAY-05,2026-03-26,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260327-Sedation-DAY-04,2026-03-27,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260328-PCICU-24H-01,2026-03-28,PCICU,24h,10.0,PCICU_weekend_pair_W13,5.4,0.54,bundle
12,20260329-PCICU-24H-01,2026-03-29,PCICU,24h,10.0,PCICU_weekend_pair_W13,5.4,0.54,bundle
12,20260330-Sedation-DAY-04,2026-03-30,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260331-PCICU-NIGHT-02,2026-03-31,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260331-Sedation-DAY-05,2026-03-31,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260331-Smilow-DAY-06,2026-03-31,Smilow,Day,4.0,,8.6,2.15,individual
12,20260401-Sedation-DAY-04,2026-04-01,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260402-Sedation-DAY-05,2026-04-02,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260403-Sedation-DAY-04,2026-04-03,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260406-Sedation-DAY-04,2026-04-06,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260407-PCICU-NIGHT-02,2026-04-07,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260407-Sedation-DAY-05,2026-04-07,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260407-Smilow-DAY-06,2026-04-07,Smilow,Day,4.0,,8.6,2.15,individual
12,20260408-Sedation-DAY-04,2026-04-08,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260409-Sedation-DAY-05,2026-04-09,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260410-Sedation-DAY-04,2026-04-10,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260413-Sedation-DAY-04,2026-04-13,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260414-PCICU-NIGHT-02,2026-04-14,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260414-Sedation-DAY-05,2026-04-14,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260414-Smilow-DAY-06,2026-04-14,Smilow,Day,4.0,,8.6,2.15,individual
12,20260415-Sedation-DAY-04,2026-04-15,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260416-Sedation-DAY-05,2026-04-16,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260417-Sedation-DAY-04,2026-04-17,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260420-Sedation-DAY-04,2026-04-20,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260421-Sedation-DAY-05,2026-04-21,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260421-Smilow-DAY-06,2026-04-21,Smilow,Day,4.0,,8.6,2.15,individual
12,20260422-Sedation-DAY-04,2026-04-22,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260423-Sedation-DAY-05,2026-04-23,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260424-Sedation-DAY-04,2026-04-24,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260425-PCICU-24H-01,2026-04-25,PCICU,24h,10.0,PCICU_weekend_pair_W17,5.4,0.54,bundle
12,20260426-PCICU-24H-01,2026-04-26,PCICU,24h,10.0,PCICU_weekend_pair_W17,5.4,0.54,bundle
12,20260427-Sedation-DAY-04,2026-04-27,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260428-PCICU-NIGHT-02,2026-04-28,PCICU,Night,16.0,,6.6,0.4125,individual
12,20260428-Sedation-DAY-05,2026-04-28,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260428-Smilow-DAY-06,2026-04-28,Smilow,Day,4.0,,8.6,2.15,individual
12,20260429-Sedation-DAY-04,2026-04-29,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260430-Sedation-DAY-05,2026-04-30,Sedation,Day,9.0,,8.6,0.9555555555555555,individual
12,20260501-Sedation-DAY-04,2026-05-01,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260502-PCICU-24H-01,2026-05-02,PCICU,24h,10.0,PCICU_weekend_pair_W18,4.4,0.44000000000000006,bundle
12,20260503-PCICU-24H-01,2026-05-03,PCICU,24h,10.0,PCICU_weekend_pair_W18,4.4,0.44000000000000006,bundle
12,20260504-Sedation-DAY-04,2026-05-04,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260505-PCICU-NIGHT-02,2026-05-05,PCICU,Night,16.0,,5.6,0.35,individual
12,20260505-Sedation-DAY-05,2026-05-05,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260505-Smilow-DAY-06,2026-05-05,Smilow,Day,4.0,,7.6,1.9,individual
12,20260506-Sedation-DAY-04,2026-05-06,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260507-Sedation-DAY-05,2026-05-07,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260508-Sedation-DAY-04,2026-05-08,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260511-Sedation-DAY-04,2026-05-11,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260512-Sedation-DAY-05,2026-05-12,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260512-Smilow-DAY-06,2026-05-12,Smilow,Day,4.0,,7.6,1.9,individual
12,20260513-Sedation-DAY-04,2026-05-13,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260514-Sedation-DAY-05,2026-05-14,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260515-Sedation-DAY-04,2026-05-15,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260518-Sedation-DAY-04,2026-05-18,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260519-PCICU-NIGHT-02,2026-05-19,PCICU,Night,16.0,,5.6,0.35,individual
12,20260519-Sedation-DAY-05,2026-05-19,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260519-Smilow-DAY-06,2026-05-19,Smilow,Day,4.0,,7.6,1.9,individual
12,20260520-Sedation-DAY-04,2026-05-20,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260521-Sedation-DAY-05,2026-05-21,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260522-PCICU-24H-01,2026-05-22,PCICU,24h,10.0,,5.0,0.5,individual
12,20260523-PCICU-24H-01,2026-05-23,PCICU,24h,10.0,,4.6,0.45999999999999996,individual
12,20260524-PCICU-24H-01,2026-05-24,PCICU,24h,10.0,,4.6,0.45999999999999996,individual
12,20260525-PCICU-24H-01,2026-05-25,PCICU,24h,10.0,,5.0,0.5,individual
12,20260526-PCICU-24H-01,2026-05-26,PCICU,24h,10.0,,5.333333333333332,0.5333333333333332,individual
12,20260527-Sedation-DAY-04,2026-05-27,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260528-Sedation-DAY-05,2026-05-28,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260529-Sedation-DAY-04,2026-05-29,Sedation,Day,9.0,,7.6,0.8444444444444444,individual
12,20260530-PCICU-24H-01,2026-05-30,PCICU,24h,10.0,PCICU_weekend_pair_W22,4.4,0.44000000000000006,bundle
12,20260531-PCICU-24H-01,2026-05-31,PCICU,24h,10.0,PCICU_weekend_pair_W22,4.4,0.44000000000000006,bundle
12,20260601-Sedation-DAY-04,2026-06-01,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260602-PCICU-NIGHT-02,2026-06-02,PCICU,Night,16.0,,4.6,0.2875,individual
12,20260602-Sedation-DAY-05,2026-06-02,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260602-Smilow-DAY-06,2026-06-02,Smilow,Day,4.0,,6.6,1.65,individual
12,20260603-Sedation-DAY-04,2026-06-03,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260604-Sedation-DAY-05,2026-06-04,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260605-Sedation-DAY-04,2026-06-05,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260606-PCICU-24H-01,2026-06-06,PCICU,24h,10.0,PCICU_weekend_pair_W23,3.4,0.33999999999999997,bundle
12,20260607-PCICU-24H-01,2026-06-07,PCICU,24h,10.0,PCICU_weekend_pair_W23,3.4,0.33999999999999997,bundle
12,20260608-Sedation-DAY-04,2026-06-08,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260609-Sedation-DAY-05,2026-06-09,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260609-Smilow-DAY-06,2026-06-09,Smilow,Day,4.0,,6.6,1.65,individual
12,20260610-Sedation-DAY-04,2026-06-10,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260611-Sedation-DAY-05,2026-06-11,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260612-Sedation-DAY-04,2026-06-12,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260615-Sedation-DAY-04,2026-06-15,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260616-PCICU-NIGHT-02,2026-06-16,PCICU,Night,16.0,,4.6,0.2875,individual
12,20260616-Sedation-DAY-05,2026-06-16,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260616-Smilow-DAY-06,2026-06-16,Smilow,Day,4.0,,6.6,1.65,individual
12,20260617-Sedation-DAY-04,2026-06-17,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260618-Sedation-DAY-05,2026-06-18,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260619-Sedation-DAY-04,2026-06-19,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260622-Sedation-DAY-04,2026-06-22,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260623-Sedation-DAY-05,2026-06-23,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260623-Smilow-DAY-06,2026-06-23,Smilow,Day,4.0,,6.6,1.65,individual
12,20260624-Sedation-DAY-04,2026-06-24,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260625-Sedation-DAY-05,2026-06-25,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260626-Sedation-DAY-04,2026-06-26,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260629-Sedation-DAY-04,2026-06-29,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260630-PCICU-NIGHT-02,2026-06-30,PCICU,Night,16.0,,4.6,0.2875,individual
12,20260630-Sedation-DAY-05,2026-06-30,Sedation,Day,9.0,,6.6,0.7333333333333333,individual
12,20260630-Smilow-DAY-06,2026-06-30,Smilow,Day,4.0,,6.6,1.65,individual
