i_id,j_id,date,svc,period,hours,bundle_id,score,per_hour_utility,slot_type
10,20260121-Sedation-DAY-04,2026-01-21,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260122-PICU-DAY-03,2026-01-22,PICU,Day,10.0,PICU_day_W04_full,8.905863656905632,0.8905863656905633,bundle
10,20260122-PICU-NIGHT-04,2026-01-22,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260122-Sedation-DAY-05,2026-01-22,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260123-PICU-DAY-02,2026-01-23,PICU,Day,10.0,PICU_day_W04_full,8.205863656905633,0.8205863656905633,bundle
10,20260123-PICU-NIGHT-03,2026-01-23,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260123-Sedation-DAY-04,2026-01-23,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260124-PCICU-24H-01,2026-01-24,PCICU,24h,10.0,PCICU_weekend_pair_W04,0.0,0.0,bundle
10,20260124-PICU-24H-02,2026-01-24,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260125-PCICU-24H-01,2026-01-25,PCICU,24h,10.0,PCICU_weekend_pair_W04,0.1,0.01,bundle
10,20260125-PICU-24H-02,2026-01-25,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260126-PICU-DAY-02,2026-01-26,PICU,Day,10.0,PICU_day_W05_full,9.005863656905634,0.9005863656905634,bundle
10,20260126-PICU-NIGHT-03,2026-01-26,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260126-Sedation-DAY-04,2026-01-26,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260127-PICU-DAY-03,2026-01-27,PICU,Day,10.0,PICU_day_W05_full,8.905863656905632,0.8905863656905633,bundle
10,20260127-PICU-NIGHT-04,2026-01-27,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260127-Sedation-DAY-05,2026-01-27,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260127-Smilow-DAY-06,2026-01-27,Smilow,Day,4.0,,9.9,2.475,individual
10,20260128-PICU-DAY-02,2026-01-28,PICU,Day,10.0,PICU_day_W05_full,8.905863656905632,0.8905863656905633,bundle
10,20260128-PICU-NIGHT-03,2026-01-28,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260128-Sedation-DAY-04,2026-01-28,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260129-PICU-DAY-03,2026-01-29,PICU,Day,10.0,PICU_day_W05_full,8.905863656905632,0.8905863656905633,bundle
10,20260129-PICU-NIGHT-04,2026-01-29,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260129-Sedation-DAY-05,2026-01-29,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260130-PICU-DAY-02,2026-01-30,PICU,Day,10.0,PICU_day_W05_full,8.205863656905633,0.8205863656905633,bundle
10,20260130-PICU-NIGHT-03,2026-01-30,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260130-Sedation-DAY-04,2026-01-30,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260131-PCICU-24H-01,2026-01-31,PCICU,24h,10.0,PCICU_weekend_pair_W05,0.0,0.0,bundle
10,20260131-PICU-24H-02,2026-01-31,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260201-PCICU-24H-01,2026-02-01,PCICU,24h,10.0,PCICU_weekend_pair_W05,0.1,0.01,bundle
10,20260201-PICU-24H-02,2026-02-01,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260202-PICU-NIGHT-03,2026-02-02,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260202-Sedation-DAY-04,2026-02-02,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260203-PICU-NIGHT-04,2026-02-03,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260203-Sedation-DAY-05,2026-02-03,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260203-Smilow-DAY-06,2026-02-03,Smilow,Day,4.0,,9.9,2.475,individual
10,20260204-PICU-NIGHT-03,2026-02-04,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260204-Sedation-DAY-04,2026-02-04,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260205-PICU-NIGHT-04,2026-02-05,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260205-Sedation-DAY-05,2026-02-05,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260206-PICU-NIGHT-03,2026-02-06,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260206-Sedation-DAY-04,2026-02-06,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260207-PCICU-24H-01,2026-02-07,PCICU,24h,10.0,PCICU_weekend_pair_W06,0.0,0.0,bundle
10,20260207-PICU-24H-02,2026-02-07,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260208-PCICU-24H-01,2026-02-08,PCICU,24h,10.0,PCICU_weekend_pair_W06,0.1,0.01,bundle
10,20260208-PICU-24H-02,2026-02-08,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260209-PICU-NIGHT-03,2026-02-09,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260209-Sedation-DAY-04,2026-02-09,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260210-PCICU-NIGHT-02,2026-02-10,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260210-PICU-NIGHT-04,2026-02-10,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260210-Sedation-DAY-05,2026-02-10,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260210-Smilow-DAY-06,2026-02-10,Smilow,Day,4.0,,9.9,2.475,individual
10,20260211-PICU-NIGHT-03,2026-02-11,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260211-Sedation-DAY-04,2026-02-11,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260212-PICU-NIGHT-04,2026-02-12,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260212-Sedation-DAY-05,2026-02-12,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260213-PICU-NIGHT-03,2026-02-13,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260213-Sedation-DAY-04,2026-02-13,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260214-PICU-24H-02,2026-02-14,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260215-PICU-24H-02,2026-02-15,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260216-PICU-NIGHT-03,2026-02-16,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260216-Sedation-DAY-04,2026-02-16,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260217-PCICU-NIGHT-02,2026-02-17,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260217-Sedation-DAY-05,2026-02-17,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260217-Smilow-DAY-06,2026-02-17,Smilow,Day,4.0,,9.9,2.475,individual
10,20260218-PICU-NIGHT-03,2026-02-18,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260218-Sedation-DAY-04,2026-02-18,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260219-PICU-NIGHT-04,2026-02-19,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260219-Sedation-DAY-05,2026-02-19,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260220-PICU-NIGHT-03,2026-02-20,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260220-Sedation-DAY-04,2026-02-20,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260221-PICU-24H-02,2026-02-21,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260222-PICU-24H-02,2026-02-22,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260223-PICU-DAY-02,2026-02-23,PICU,Day,10.0,PICU_day_W09_full,9.005863656905634,0.9005863656905634,bundle
10,20260223-PICU-NIGHT-03,2026-02-23,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260223-Sedation-DAY-04,2026-02-23,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260224-PCICU-NIGHT-02,2026-02-24,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260224-PICU-DAY-03,2026-02-24,PICU,Day,10.0,PICU_day_W09_full,8.905863656905632,0.8905863656905633,bundle
10,20260224-PICU-NIGHT-04,2026-02-24,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260224-Sedation-DAY-05,2026-02-24,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260224-Smilow-DAY-06,2026-02-24,Smilow,Day,4.0,,9.9,2.475,individual
10,20260225-PICU-DAY-02,2026-02-25,PICU,Day,10.0,PICU_day_W09_full,8.905863656905632,0.8905863656905633,bundle
10,20260225-PICU-NIGHT-03,2026-02-25,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260225-Sedation-DAY-04,2026-02-25,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260226-PICU-DAY-03,2026-02-26,PICU,Day,10.0,PICU_day_W09_full,8.905863656905632,0.8905863656905633,bundle
10,20260226-PICU-NIGHT-04,2026-02-26,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260226-Sedation-DAY-05,2026-02-26,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260227-PICU-DAY-02,2026-02-27,PICU,Day,10.0,PICU_day_W09_full,8.205863656905633,0.8205863656905633,bundle
10,20260227-PICU-NIGHT-03,2026-02-27,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260227-Sedation-DAY-04,2026-02-27,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260228-PICU-24H-02,2026-02-28,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260301-PICU-24H-02,2026-03-01,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260302-PICU-DAY-02,2026-03-02,PICU,Day,10.0,PICU_day_W10_full,9.005863656905634,0.9005863656905634,bundle
10,20260302-PICU-NIGHT-03,2026-03-02,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260302-Sedation-DAY-04,2026-03-02,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260303-PCICU-NIGHT-02,2026-03-03,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260303-PICU-DAY-03,2026-03-03,PICU,Day,10.0,PICU_day_W10_full,8.905863656905632,0.8905863656905633,bundle
10,20260303-Sedation-DAY-05,2026-03-03,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260303-Smilow-DAY-06,2026-03-03,Smilow,Day,4.0,,9.9,2.475,individual
10,20260304-PICU-DAY-02,2026-03-04,PICU,Day,10.0,PICU_day_W10_full,8.905863656905632,0.8905863656905633,bundle
10,20260304-PICU-NIGHT-03,2026-03-04,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260304-Sedation-DAY-04,2026-03-04,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260305-PICU-DAY-03,2026-03-05,PICU,Day,10.0,PICU_day_W10_full,8.905863656905632,0.8905863656905633,bundle
10,20260305-PICU-NIGHT-04,2026-03-05,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260305-Sedation-DAY-05,2026-03-05,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260306-PICU-DAY-02,2026-03-06,PICU,Day,10.0,PICU_day_W10_full,8.205863656905633,0.8205863656905633,bundle
10,20260306-PICU-NIGHT-03,2026-03-06,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260306-Sedation-DAY-04,2026-03-06,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260307-PCICU-24H-01,2026-03-07,PCICU,24h,10.0,PCICU_weekend_pair_W10,0.0,0.0,bundle
10,20260307-PICU-24H-02,2026-03-07,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260308-PCICU-24H-01,2026-03-08,PCICU,24h,10.0,PCICU_weekend_pair_W10,0.1,0.01,bundle
10,20260308-PICU-24H-02,2026-03-08,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260309-PICU-DAY-02,2026-03-09,PICU,Day,10.0,PICU_day_W11_full,9.005863656905634,0.9005863656905634,bundle
10,20260309-PICU-NIGHT-03,2026-03-09,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260309-Sedation-DAY-04,2026-03-09,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260310-PCICU-NIGHT-02,2026-03-10,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260310-PICU-DAY-03,2026-03-10,PICU,Day,10.0,PICU_day_W11_full,8.905863656905632,0.8905863656905633,bundle
10,20260310-PICU-NIGHT-04,2026-03-10,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260310-Sedation-DAY-05,2026-03-10,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260310-Smilow-DAY-06,2026-03-10,Smilow,Day,4.0,,9.9,2.475,individual
10,20260311-PICU-DAY-02,2026-03-11,PICU,Day,10.0,PICU_day_W11_full,8.905863656905632,0.8905863656905633,bundle
10,20260311-PICU-NIGHT-03,2026-03-11,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260311-Sedation-DAY-04,2026-03-11,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260312-PICU-DAY-03,2026-03-12,PICU,Day,10.0,PICU_day_W11_full,8.905863656905632,0.8905863656905633,bundle
10,20260312-PICU-NIGHT-04,2026-03-12,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260312-Sedation-DAY-05,2026-03-12,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260313-PICU-DAY-02,2026-03-13,PICU,Day,10.0,PICU_day_W11_full,8.205863656905633,0.8205863656905633,bundle
10,20260313-PICU-NIGHT-03,2026-03-13,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260313-Sedation-DAY-04,2026-03-13,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260314-PICU-24H-02,2026-03-14,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260315-PICU-24H-02,2026-03-15,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260316-PICU-NIGHT-03,2026-03-16,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260316-Sedation-DAY-04,2026-03-16,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260317-PCICU-NIGHT-02,2026-03-17,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260317-PICU-NIGHT-04,2026-03-17,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260317-Sedation-DAY-05,2026-03-17,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260317-Smilow-DAY-06,2026-03-17,Smilow,Day,4.0,,9.9,2.475,individual
10,20260318-PICU-NIGHT-03,2026-03-18,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260318-Sedation-DAY-04,2026-03-18,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260319-PCICU-NIGHT-02,2026-03-19,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260319-PICU-NIGHT-04,2026-03-19,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260319-Sedation-DAY-05,2026-03-19,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260320-PICU-NIGHT-03,2026-03-20,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260320-Sedation-DAY-04,2026-03-20,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260322-PICU-24H-02,2026-03-22,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260323-PICU-NIGHT-03,2026-03-23,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260323-Sedation-DAY-04,2026-03-23,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260324-PCICU-NIGHT-02,2026-03-24,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260324-PICU-NIGHT-04,2026-03-24,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260324-Sedation-DAY-05,2026-03-24,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260324-Smilow-DAY-06,2026-03-24,Smilow,Day,4.0,,9.9,2.475,individual
10,20260325-PICU-NIGHT-03,2026-03-25,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260325-Sedation-DAY-04,2026-03-25,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260326-PICU-NIGHT-04,2026-03-26,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260326-Sedation-DAY-05,2026-03-26,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260327-PICU-NIGHT-03,2026-03-27,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260327-Sedation-DAY-04,2026-03-27,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260328-PCICU-24H-01,2026-03-28,PCICU,24h,10.0,PCICU_weekend_pair_W13,0.0,0.0,bundle
10,20260328-PICU-24H-02,2026-03-28,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260329-PCICU-24H-01,2026-03-29,PCICU,24h,10.0,PCICU_weekend_pair_W13,0.1,0.01,bundle
10,20260329-PICU-24H-02,2026-03-29,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260330-PICU-NIGHT-03,2026-03-30,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260330-Sedation-DAY-04,2026-03-30,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260331-PCICU-NIGHT-02,2026-03-31,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260331-PICU-NIGHT-04,2026-03-31,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260331-Sedation-DAY-05,2026-03-31,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260331-Smilow-DAY-06,2026-03-31,Smilow,Day,4.0,,9.9,2.475,individual
10,20260401-PICU-NIGHT-03,2026-04-01,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260401-Sedation-DAY-04,2026-04-01,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260402-PICU-NIGHT-04,2026-04-02,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260402-Sedation-DAY-05,2026-04-02,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260403-PICU-NIGHT-03,2026-04-03,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260403-Sedation-DAY-04,2026-04-03,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260404-PICU-24H-02,2026-04-04,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260405-PICU-24H-02,2026-04-05,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260406-PICU-NIGHT-03,2026-04-06,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260406-Sedation-DAY-04,2026-04-06,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260407-PCICU-NIGHT-02,2026-04-07,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260407-PICU-NIGHT-04,2026-04-07,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260407-Sedation-DAY-05,2026-04-07,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260407-Smilow-DAY-06,2026-04-07,Smilow,Day,4.0,,9.9,2.475,individual
10,20260408-PICU-NIGHT-03,2026-04-08,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260408-Sedation-DAY-04,2026-04-08,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260409-Sedation-DAY-05,2026-04-09,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260410-PICU-NIGHT-03,2026-04-10,PICU,Night,16.0,,4.740513621548526,0.2962821013467829,individual
10,20260410-Sedation-DAY-04,2026-04-10,Sedation,Day,9.0,,8.252730735997137,0.9169700817774596,individual
10,20260411-PICU-24H-02,2026-04-11,PICU,24h,25.0,,0.005863656905633595,0.00023454627622534381,individual
10,20260412-PICU-24H-02,2026-04-12,PICU,24h,25.0,,0.1058636569056336,0.0042345462762253434,individual
10,20260413-PICU-NIGHT-03,2026-04-13,PICU,Night,16.0,,5.540513621548526,0.3462821013467829,individual
10,20260413-Sedation-DAY-04,2026-04-13,Sedation,Day,9.0,,9.052730735997136,1.0058589706663483,individual
10,20260414-PCICU-NIGHT-02,2026-04-14,PCICU,Night,16.0,,5.434649964642894,0.33966562279018087,individual
10,20260414-PICU-NIGHT-04,2026-04-14,PICU,Night,16.0,,5.440513621548527,0.3400321013467829,individual
10,20260414-Sedation-DAY-05,2026-04-14,Sedation,Day,9.0,,8.952730735997136,0.9947478595552374,individual
10,20260414-Smilow-DAY-06,2026-04-14,Smilow,Day,4.0,,9.9,2.475,individual
